date,scores
2016-04-01,-0.4645039705196418
2016-05-01,0.24385507379450524
2016-06-01,-0.20885559362431055
2016-07-01,-0.29407171925608766
2016-08-01,0.25983309735046345
2016-09-01,0.5101554663938086
2016-10-01,0.4196133329100455
2016-11-01,0.40363530935408726
2016-12-01,1.0321042358884434
2017-01-01,1.0693862908523457
2017-02-01,0.44624337216997584
2017-03-01,0.6752617098053768
2017-04-01,-0.3473317977759483
2017-05-01,0.2332030580905331
2017-06-01,0.22787705023854704
2017-07-01,0.28113712875840774
2017-08-01,0.5421115135057251
2017-09-01,0.06809681467896499
2017-10-01,0.6060236077295579
2017-11-01,0.4515693800219619
2017-12-01,0.7444998118811956
2018-01-01,1.165254432188095
2018-02-01,0.8776500081808474
2018-03-01,0.9575401259606384
2018-04-01,0.5900455841735996
2018-05-01,0.7444998118811956
2018-06-01,0.8297159375129727
2018-07-01,1.3623167227115796
2018-08-01,1.1386243929281648
2018-09-01,1.2238405185599417
2018-10-01,1.325034667747677
2018-11-01,0.5847195763216136
2018-12-01,1.0374302437404295
2019-01-01,0.851019968920917
2019-02-01,0.5208074820977808
2019-03-01,1.554053005383078
2019-04-01,0.15863894816272814
2019-05-01,0.8989540395887916
2019-06-01,0.9096060552927637
2019-07-01,0.5101554663938086
2019-08-01,0.5953715920255858
2019-09-01,0.9309100867007081
2019-10-01,0.856345976772903
2019-11-01,0.17461697171868634
2019-12-01,0.531459497801753
2020-01-01,1.1173203615202205
2020-02-01,0.36102724653819873
2020-03-01,0.8350419453649588
2020-04-01,-0.12896547584451953
2020-05-01,0.06809681467896499
2020-06-01,0.382331277946143
2020-07-01,-0.06505338162068672
2020-08-01,0.03614076756704858
2020-09-01,0.6752617098053768
2020-10-01,0.6699357019533907
2020-11-01,0.37167926224217085
2020-12-01,0.7338477961772235
2021-01-01,0.5687415527656554
